"","degrees","closeness","betweenness"
"3059834",8,7.77913480462703e-06,165.410900075768
"35829",8,7.83140550234551e-06,5212.54260949131
"362837",6,7.65556099951004e-06,1222.75398414104
"367806",6,7.64631218363383e-06,29.5151590679896
"37692",11,8.182301681463e-06,259.801331555357
"393005",9,8.09972379941844e-06,987.008347528175
"395331",8,7.83140550234551e-06,5212.54260949131
"438482",9,8.09972379941844e-06,987.008347528175
"45361",21,8.86965160008515e-06,77245.9423317785
"45498",34,8.15966839107659e-06,15081.653917844
"47589",5,7.64239696138297e-06,79.3670376992504
"47835",6,8.19329624501233e-06,327.269368139054
"50052",6,8.02259161799628e-06,71.9570707697821
"512749",11,7.53482975052179e-06,37.7420821815349
"518693",11,8.182301681463e-06,259.801331555357
"594679",14,8.36631054071465e-06,37647.0027176329
"64897",14,8.64805029706053e-06,8232.40726997824
"658666",14,8.74691671185907e-06,2996.49896700698
"664662",14,8.06972240154939e-06,201.828287033487
"680115",7,7.9552596198977e-06,601.897769116313
"693419",6,8.19329624501233e-06,327.269368139054
"754067",14,8.06972240154939e-06,201.828287033487
"756275",11,8.37030216790826e-06,276.773210244788
"764348",13,8.24130542277897e-06,46.5548707064721
"860",8,7.15404811812764e-06,1195.50590417388
"866790",7,7.5106651445052e-06,1
"907197",9,8.09972379941844e-06,987.008347528175
"92400",11,7.53482975052179e-06,37.7420821815349
"929509",19,8.27136700882555e-06,433.806792093152
"929834",11,7.53482975052179e-06,37.7420821815349
"984991",19,8.27136700882555e-06,433.806792093152
"2898793",2,6.24535501720595e-06,6347
"374",1,5.74079177000092e-06,0
"1542730",2,6.24535501720595e-06,6347
"416169",2,5.78663518737125e-06,0.5
"85006",2,6.09715202029132e-06,0
"356",1,5.74079177000092e-06,0
"191495",5,6.38545138755859e-06,0.0666666666666667
"80840",5,6.19206548728459e-06,38082
"1873",11,6.39014384213789e-06,0.389300699300699
"286",1,5.74079177000092e-06,0
"2884022",16,6.45823780523246e-06,231.84379221489
"85023",23,6.60859910916084e-06,12490.0590395529
"666685",5,6.78306404569072e-06,38079.5
"338584",6,7.75380130108786e-06,0.0568508774355994
"32008",4,6.48739822894028e-06,415.131871971571
"32033",2,6.73609333530925e-06,0
"304895",25,6.79791168153143e-06,188.558089437837
"157920",2,7.64374054087108e-06,12695
"119060",8,6.72002365448326e-06,50501.127694756
"2933797",28,7.0318542999789e-06,2123.52174447881
"2997333",25,6.81236034661289e-06,396.687178967791
"46165",38,7.25631480796163e-06,3717.14920063688
"128785",2,7.87228012721605e-06,1121.62489058605
"85007",26,6.74891342493858e-06,348.926710198942
"1762",22,6.74522606625161e-06,153.80007326364
"2937800",9,6.94405866340759e-06,39.8315879739242
"2703788",2,7.31512841707936e-06,3.00018962262193
"496014",29,6.79832761140759e-06,574.649291033771
"56",2,6.76594564239271e-06,0
"1861",25,7.02775259499765e-06,4684.05910359545
"1849581",8,7.76705061786888e-06,17628.4437716552
"2812560",24,6.74882233050333e-06,340.828881505018
"35754",21,7.02740688685875e-06,4631.44204927874
"28056",25,6.81236034661289e-06,396.687178967791
"2937801",13,7.10146574252926e-06,567.970563550948
"2944128",24,7.18076130431348e-06,2459.92353295375
"1827",16,6.74486210129434e-06,26.6348001191254
"33882",15,6.94647049833979e-06,4145.02338607277
"13687",11,7.062695548383e-06,5911.58775465792
"1866885",11,6.94733916909824e-06,73.5982863391338
"2851648",1,6.96762146306115e-06,0
"138336",31,7.19465868539197e-06,7794.48637680046
