Source,Target,Correlation,Dissimilarity
0,1,0.9311123658949747,0.10779213825256173
0,3,0.7108977978543197,0.23603526416407186
0,6,0.7289666854884248,0.1834112416854189
0,7,0.8565782044042916,0.13207734376586316
0,9,0.7007340485601357,0.18720249829486
0,10,0.723320158102767,0.18454633841020646
0,12,0.8791643139469227,0.14092270359744052
0,13,0.8927159796725015,0.13958207061892403
0,14,0.777526821005082,0.1357091744704254
0,15,0.8362507058159233,0.15469487827677517
0,16,0.9299830604178432,0.15204409842571953
0,17,0.8836815358554491,0.13982985783310906
0,18,0.717673630717109,0.1618348785867359
0,19,0.7684923771880295,0.22806886690666736
0,20,0.7300959909655563,0.2198111458882148
0,26,0.8870694522868439,0.16302133751570203
0,45,0.9740259740259741,0.10371738835628302
0,50,0.723320158102767,0.16987606965256025
0,53,0.9232072275550537,0.13723408705633316
0,54,0.8848108413325806,0.15941359369053565
0,55,0.813664596273292,0.14438255621292254
0,57,0.9119141727837381,0.18163127667929446
0,58,0.8622247317899493,0.21353484606511952
0,59,0.9085262563523435,0.20170674784279388
0,61,0.8328627893845286,0.22390300757583204
0,62,0.8938452851496332,0.13287004153666648
0,67,0.72557876905703,0.15986364393403119
0,1210,0.7888198757763977,0.17354594086796934
0,1211,0.7526821005081875,0.24406789745009225
0,1316,0.7470355731225299,0.14888209642937808
1,3,0.7007340485601357,0.24539273944335846
1,7,0.8701298701298703,0.08380069796507697
1,12,0.8690005646527387,0.11555518641263135
1,13,0.9604743083003954,0.07421110239612573
1,14,0.8825522303783175,0.08978789247290858
1,15,0.8599661208356861,0.0883038490303457
1,16,0.8836815358554491,0.08463042922747989
1,17,0.8317334839073971,0.09305155030819784
1,18,0.717673630717109,0.11759968653274167
1,19,0.9085262563523435,0.13829125284571253
1,26,0.8565782044042916,0.10379135828745237
1,45,0.8994918125352909,0.0767200018028432
1,53,0.8769057029926597,0.10397879727111077
1,54,0.9164313946922643,0.09036190744574517
1,55,0.7944664031620555,0.1032937247682511
1,56,0.8667419536984755,0.2405774925717503
1,57,0.8599661208356861,0.10602385410327535
1,58,0.8170525127046867,0.1368807035071793
1,59,0.8622247317899493,0.12587835595745353
1,61,0.9457933370976851,0.13569650635945113
1,62,0.8633540372670809,0.07578351995018691
1,64,0.7820440429136083,0.23090706963178484
1,67,0.717673630717109,0.1148887282936906
1,1094,0.7300959909655563,0.2722878269516174
1,1099,0.7334839073969509,0.16939574045705083
1,1100,0.7346132128740825,0.137144917275055
1,1102,0.7210615471485038,0.24737843315626862
1,1105,0.7154150197628459,0.139848533157182
1,1157,0.7165443252399775,0.16718265350161424
1,1210,0.7865612648221344,0.12439736811998618
1,1211,0.795595708639187,0.1599419201509378
1,1212,0.7142857142857144,0.1806370247673052
1,1214,0.7594579333709771,0.24668316119757427
1,1220,0.7459062676453981,0.23172380513842364
1,1234,0.7425183512140034,0.12486915186423969
1,1316,0.785431959345003,0.09778298050308754
2,3,0.7763975155279503,0.21753572566995114
2,4,0.9920948616600791,0.03419724351117456
2,5,0.909655561829475,0.10294642113848992
2,46,0.8565782044042916,0.12392621586528815
2,47,0.8972332015810277,0.14935793150336
2,49,0.7108977978543197,0.1670518810280581
3,4,0.7741389045736872,0.1958108613257775
3,5,0.8102766798418973,0.14735467692605195
3,6,0.9503105590062113,0.10145423121220322
3,8,0.8780350084697911,0.09725435911878362
3,9,0.9141727837380011,0.08951892420648128
3,10,0.9062676453980804,0.09639481971275068
3,11,0.9401468097120271,0.13699968065076584
3,12,0.8599661208356861,0.1916372819682779
3,16,0.8712591756070017,0.2825112997454497
3,17,0.805759457933371,0.25750012488737023
3,18,0.9785431959345003,0.2551962862028306
3,21,0.9209486166007905,0.27968671477514806
3,26,0.7944664031620555,0.28449172795608557
3,45,0.7199322416713722,0.26687622606496003
3,47,0.813664596273292,0.13856722614591285
3,48,0.9469226425748165,0.22256771452933022
3,49,0.9288537549407117,0.21244008848678583
3,50,0.9728966685488425,0.14573610353982155
3,51,0.8599661208356861,0.1665788686765591
3,52,0.8690005646527387,0.24138921977574307
3,53,0.8520609824957651,0.20994309603349615
3,55,0.7571993224167138,0.2260481649227842
3,60,0.961603613777527,0.25002624749637203
3,62,0.7741389045736872,0.25575317968661976
3,67,0.979672501411632,0.2493297381600131
3,77,0.7673630717108978,0.14615072179764557
3,273,0.7007340485601357,0.06840733165698594
3,316,0.7052512704686619,0.19931310249658735
4,5,0.9243365330321853,0.0735957857940586
4,46,0.8859401468097121,0.10048104870376318
4,47,0.9119141727837381,0.12031468172844402
4,49,0.7300959909655563,0.18724657980044365
5,46,0.8204404291360814,0.06936350645905633
5,47,0.9920948616600791,0.04715855595643906
5,48,0.7108977978543197,0.2001191034474908
5,49,0.7639751552795032,0.2073577948132254
5,50,0.7199322416713722,0.25655378205748286
5,245,0.7662337662337665,0.1796099946038953
5,250,0.8452851496329757,0.18682136090479184
5,252,0.7447769621682666,0.28111522190494986
5,253,0.7571993224167138,0.24086651383173238
5,260,0.7278373800112932,0.24186834257877132
5,261,0.811405985319029,0.18819956690081213
6,8,0.953698475437606,0.017579781628720082
6,9,0.9706380575945794,0.016082006968551714
6,10,0.9751552795031055,0.012040909579267898
6,11,0.9638622247317901,0.043417072452348375
6,12,0.8735177865612649,0.09638915701391632
6,16,0.8780350084697911,0.18639964907240605
6,17,0.8701298701298703,0.16023186744412538
6,18,0.9525691699604744,0.15782834819581232
6,20,0.9457933370976851,0.25715024073588305
6,21,0.9232072275550537,0.18343759892257067
6,22,0.9299830604178432,0.24249033723760316
6,23,0.9683794466403164,0.29631236269907985
6,24,0.9435347261434219,0.2478296918223059
6,26,0.8498023715415021,0.18847750206797925
6,45,0.7470355731225299,0.2044290329916535
6,50,0.9740259740259741,0.044946429757930874
6,51,0.9480519480519483,0.06624417266419484
6,53,0.8870694522868439,0.11228725022491629
6,55,0.8441558441558443,0.13988898959077087
6,57,0.8577075098814231,0.21661759973123956
6,58,0.9412761151891589,0.2500212918807788
6,59,0.9322416713721063,0.2380158754636119
6,60,0.9751552795031055,0.15243881285781363
6,62,0.8306041784302655,0.16096978610983165
6,63,0.9514398644833428,0.2300001024097507
6,66,0.8339920948616601,0.21628154271371478
6,67,0.9198193111236591,0.15171317623012914
6,77,0.875776397515528,0.050097195485499686
6,79,0.9446640316205535,0.20836229801269318
6,273,0.72557876905703,0.07505183246069914
6,275,0.7368718238283457,0.0644755321301633
6,276,0.821569734613213,0.2829353523823441
6,278,0.7391304347826088,0.10104908170817752
6,279,0.7131564088085828,0.092374179093484
6,280,0.7763975155279503,0.26916841936781
6,281,0.7617165443252402,0.1815973764676168
