"","SRR4140278","SRR4140277"
"2898433",1398,3327
"1774216",3322,2802
"261654",1781,3315
"2954092",177,3312
"3002903",461,3311
"2528964",1935,3308
"3031124",3298,2778
"31989",1832,3294
"1881",1761,3290
"358220",795,3284
"2596913",1297,3281
"1817",2149,3280
"3002436",2926,3280
"3070680",117,3279
"3018036",1546,3276
"390989",1945,3273
"41899",1090,3272
"1775910",1989,3269
"449461",3269,3213
"563996",1253,3267
"198618",272,3264
"216142",339,3260
"1325102",1439,3255
"2928472",1614,3251
"3003393",96,3250
"83453",1762,3250
"2991972",1473,3249
"1515612",1697,3244
"2681307",1998,3243
"110319",3237,2398
"2894079",83,3237
"1675686",1300,3232
"447792",3230,1953
"1843368",1740,3229
"41170",233,3226
"2565556",2090,3222
"321846",194,3221
"42881",3220,1936
"1560345",1645,3219
"552",3219,2363
"68232",3214,1842
"2614442",382,3213
"1197460",1432,3212
"1355015",3212,1802
"2895473",131,3211
"1813468",1561,3203
"2906514",391,3203
"2698679",1463,3199
"2571748",1863,3198
"47872",1729,3198
"627192",1898,3194
"164608",3193,655
"3070677",119,3193
"535",1817,3193
"442121",1984,3192
"1842537",1222,3191
"2493673",1379,3184
"220687",138,3174
"546871",2403,3174
"904039",3167,2952
"2992140",1424,3166
"2714941",3161,2932
"1605838",407,3160
"2865832",2257,3160
"56448",3159,1613
"54291",2806,3156
"46677",228,3155
"191390",238,3153
"37919",1994,3151
"1795",2031,3150
"158823",2785,3149
"2217913",509,3147
"2722756",3147,1157
"43357",2241,3146
"2730848",210,3144
"374432",3144,2478
"47858",1621,3144
"2591463",1077,3141
"32013",625,3141
"486398",154,3140
"165696",3139,2653
"1813611",24,3138
"46913",1182,3137
